,Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,Capital intensive business,Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums talking about company/Model,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),Survival through recession,Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
234,Company235,1,2008.0,6.0,-96.0,Social Media Management  System (SMMS),E-Commerce|Publishing|Marketing,marketing,Flybridge Capital Partners|Revel Partners,52.0,2.0,Yes,2008-07-01,2013-03-08,3500000.0,United States,North America,0.0,0.0,5,5,10,55.0,Yes,2.0,high,No,Large,No,No,Yes,Yes,Service,Yes,Private,No,Structured,1,Cloud,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,MBA,Yes,Yes,,500.0,3,0.0,0.0,0.0,High,135.0,Few,50.0,High,Medium,Yes,No,Medium,,Yes,Yes,No,Yes,No,No,3,333844.0,No,No,No,2.0,High,1.0,11.0,3.5,Yes,45.0,6.433333333,Trigger,5 to 10,5.555555556,0.0,50.0,8.333333333,2.777777778,2.777777778,19.44444444,2.777777778,8.333333333,0.0,0.0,0.0,0.0,0.0,6.0
237,Company238,1,2012.0,2.0,32.0,,Analytics|Marketing,Marketing,Google Ventures|CommonAngels|500 Startups|Charles River Ventures|Boston Seed Capital|Dharmesh Shah|Waikit Lau|Nick Ducoff|John Simon,12.0,9.0,No,,2012-12-03,1200000.0,United States,North America,0.0,9.0,4,0,6,10.0,No,0.0,medium,Yes,Medium,Yes,Yes,No,No,Service,Yes,Public,Yes,Both,1,Platform,Global,Non-Linear,No,,No,No,No,No,No,No,Yes,Yes,No,No,Online,B2B,Low,High,No,High,Masters,21.0,Computer Science,Yes,Yes,Tier_1,500.0,3,0.0,0.0,1.0,Medium,225.0,Many,12.0,Low,Low,Yes,No,Medium,,No,Yes,No,Yes,No,No,2,1559939.0,Yes,No,Yes,3.0,Low,0.0,10.0,1.2,Not Applicable,1.0,1.0,,,20.0,0.0,0.0,30.0,0.0,10.0,20.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0
238,Company239,1,2012.0,2.0,40.0,Big data analytics with ttwick search,E-Commerce|Market Research|Analytics|Deals|Finance,Marketing,Jacob Perkins|Dan Casey,5.0,0.0,Yes,2012-01-01,2013-05-03,455000.0,United States,North America,2.0,0.0,2,0,2,6.0,No,0.0,Nothing,No,Large,No,No,Yes,No,Both,Yes,Public,Yes,Both,1,Platform,Global,Non-Linear,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Online,B2B,Low,High,No,Medium,Masters,21.0,MBA,Yes,Yes,,500.0,3,0.0,1.0,1.0,Low,68.0,Many,30.0,Low,Low,No,No,Low,,No,Yes,No,No,No,No,2,8334266.0,No,No,No,2.0,Medium,0.0,6.0,0.455,Not Applicable,16.0,16.0,Peak,2 to 5,0.0,5.882352941,17.64705882,0.0,0.0,35.29411765,0.0,0.0,0.0,0.0,0.0,0.0,41.17647059,0.0,5.0
239,Company240,1,2011.0,3.0,603.0,data visualization ,Marketing,"Data Visualization, Content Marketing, Presentations",Crosslink Capital|SoftTech VC|500 Startups|Kapor Capital|Giza Venture Capital|Endeavor Partners|Naval Ravikant|Mark Goines|Josh James|Anthemis Group|Ecosystem Ventures|Paige Craig|Streamlined Ventures|Correlation Ventures|Quest Venture Partners,95.0,3.0,Yes,2011-01-01,2014-01-14,8100000.0,United States,North America,0.0,0.0,4,8,8,96.0,Yes,4.0,high,No,Medium,Yes,Yes,No,No,Service,Yes,Private,No,Structured,1,Cloud,Global,Linear,Yes,,Yes,No,No,No,No,No,Yes,No,No,No,Online,B2C,Medium,Medium,No,Low,Bachelors,18.0,Arts,No,No,Tier_2,500.0,2,0.0,0.0,1.0,Low,82.0,Few,16.0,High,High,Yes,No,Medium,,No,Yes,No,Yes,No,No,3,2725.0,Yes,Yes,Yes,4.0,High,0.0,48.0,8.1,Not Applicable,10.0,9.077777778,Peak,2 to 5,8.465608466,4.603174603,11.37566138,56.4021164,0.0,6.613756614,0.0,4.232804233,1.851851852,6.455026455,0.0,0.0,0.0,0.0,5.0
242,Company243,1,2009.0,5.0,73.0,Open-Source DBMS,Network / Hosting / Infrastructure|Enterprise Software,analytics,Sigma Prime Ventures|Kepha Partners|Sigma Partners,31.0,7.0,Yes,2009-04-01,2014-03-14,8000000.0,United States,North America,0.0,0.0,2,0,3,36.0,No,2.0,high,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Structured,1,Platform,Global,Linear,Yes,,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Bachelors,18.0,economics,Yes,Yes,Tier_2,500.0,2,0.0,0.0,0.0,High,0.0,Few,25.0,Medium,Medium,Yes,No,Medium,,No,No,No,No,No,No,0,434839.0,No,Yes,No,4.0,High,3.0,9.0,8.0,Not Applicable,18.0,14.26666667,Peak,2 to 5,8.660130719,0.0,20.09803922,5.882352941,5.555555556,2.941176471,25.98039216,2.941176471,22.22222222,2.777777778,0.0,0.0,0.0,2.941176471,7.0
243,Company244,1,2010.0,4.0,359.0,Trust in the Cloud,Security,security,Deutsche Telekom|Andreessen Horowitz|Index Ventures|T-Venture,297.0,7.0,Yes,2010-10-01,2012-12-05,30000000.0,United States,North America,4.0,0.0,1,1,10,297.0,No,1.0,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,No,Unstructured,0,Platform,Global,Linear,Yes,,No,No,No,No,No,No,Yes,No,No,No,Offline,B2B,Medium,High,Yes,Medium,Bachelors,18.0,computer science,Yes,Yes,Tier_1,500.0,2,0.0,0.0,0.0,High,0.0,,25.0,Medium,Medium,Yes,No,Medium,Good,Yes,No,No,Yes,No,No,3,257071.0,No,Yes,No,3.0,Medium,0.0,99.0,30.0,Not Applicable,11.0,7.8,,,11.76470588,0.0,35.29411765,5.882352941,5.882352941,0.0,29.41176471,5.882352941,0.0,0.0,0.0,0.0,0.0,5.882352941,6.0
246,Company247,1,2011.0,3.0,359.0,Fastest Growing Talent Assessment Site.,Career / Job Search,service,Lumis Partners,19.0,19.0,Yes,2011-04-01,2013-07-25,,India,Asia,0.0,1.0,2,0,3,30.0,No,0.0,high,No,Medium,Yes,Yes,No,Yes,Service,No,no,No,no,1,Platform,Local,Linear,Yes,,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Low,Bachelors,18.0,business,Yes,Yes,Tier_1,500.0,2,0.0,0.0,0.0,,4.0,Few,2.0,Medium,Low,No,Yes,Low,,No,No,No,No,No,No,0,382303.0,No,No,No,3.0,Medium,0.0,15.0,,Not Applicable,27.0,27.0,Trough,2 to 5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
247,Company248,1,2010.0,4.0,511.0,Interactive online video,Advertising|Analytics,analytics,Gerard Govaerts|Fortino,14.0,40.0,No,2010-07-15,2013-12-22,3000000.0,Belgium,Europe,1.0,0.0,5,0,8,8.0,No,0.0,low,No,Medium,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,1,Platform,Global,Non-Linear,Yes,,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Medium,Masters,21.0,technology,Yes,Yes,Tier_2,500.0,2,0.0,0.0,0.0,Medium,8.0,Few,24.0,Medium,Medium,No,No,Low,,Yes,No,No,No,No,No,0,245886.0,No,No,No,4.0,Medium,0.0,2.66,3.0,Not Applicable,1.0,1.0,Slope,2 to 5,7.692307692,7.692307692,61.53846154,7.692307692,0.0,0.0,7.692307692,0.0,7.692307692,0.0,0.0,0.0,0.0,0.0,1.0
250,Company251,1,2012.0,2.0,89.0,Track Competitors on Social Media,Analytics|Marketing,social media,Vendep Oy,11.0,,Yes,2012-06-01,2013-06-01,600000.0,Finland,Europe,1.0,0.0,2,0,2,10.0,,0.0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,Yes,Both,1,Both,Global,Non-Linear,No,,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,MGMT,No,No,Both,500.0,0,1.0,0.0,0.0,Medium,0.0,,18.0,Low,Low,No,No,Low,,Yes,No,Yes,No,No,No,0,1633729.0,Yes,Yes,No,2.0,Medium,0.0,5.0,0.6,Not Applicable,12.0,12.0,Peak,2 to 5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
251,Company252,1,2011.0,3.0,157.0,One-click data visualization,Analytics,reporting,TechStars,10.0,0.0,Yes,2011-05-10,2013-02-25,,France,Europe,2.0,1.0,4,0,1,13.0,Yes,2.0,low,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,no,1,Both,Global,Linear,Yes,,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,ECONOMICS,Yes,Yes,,457.0,3,0.0,1.0,1.0,,0.0,Many,29.0,High,Medium,Yes,No,Low,,No,No,No,Yes,No,No,0,456198.0,No,Yes,Yes,3.0,Medium,4.0,6.5,,Not Applicable,8.0,4.333333333,Peak,2 to 5,16.66666667,5.555555556,5.555555556,0.0,5.555555556,22.22222222,5.555555556,5.555555556,0.0,0.0,0.0,16.66666667,5.555555556,11.11111111,2.0
253,Company254,1,2009.0,5.0,-19.0,Big Data real-time analytics,Cloud Computing|E-Commerce|Analytics,DASHBOARDS,Eden Ventures|Pentech Ventures|Oxford Technology Management|Imperial Innovations,20.0,,No,2009-05-01,2012-09-19,3600000.0,United Kingdom,Europe,3.0,0.0,2,0,5,50.0,No,0.0,medium,No,Medium,Yes,Yes,No,Yes,Product,No,Both,No,Both,1,Both,Global,Linear,No,Few,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18.0,BSC,Yes,Yes,,146.0,2,1.0,0.0,0.0,,0.0,Many,24.0,Medium,Low,Yes,No,Medium,,No,No,Yes,No,No,No,0,1725737.0,Yes,Yes,No,4.0,Medium,0.0,12.5,3.6,Not Applicable,4.0,13.06666667,Trough,2 to 5,5.882352941,0.0,46.63865546,7.142857143,7.142857143,5.882352941,10.08403361,2.941176471,7.142857143,7.142857143,0.0,0.0,0.0,0.0,7.0
256,Company257,1,2010.0,4.0,35.0,Real time analytics for TV & video,Media|Analytics|Entertainment,VIDEO STREAMING,,7.0,,No,2010-01-01,,,United Kingdom,Europe,0.0,0.0,3,0,1,50.0,No,0.0,low,No,Small,No,No,No,No,Service,Yes,Public,No,Unstructured,1,Both,Global,Linear,No,,No,No,Yes,Yes,No,No,No,No,No,No,Online,B2B,,Medium,Yes,Low,Masters,21.0,POL.SC,No,Yes,,500.0,2,1.0,1.0,1.0,,400.0,Many,0.0,High,Low,No,No,Low,,No,No,No,No,No,No,0,5506308.0,No,No,No,1.0,Low,21.0,16.6,,Not Applicable,1.0,1.0,,,5.555555556,16.66666667,5.555555556,22.22222222,0.0,11.11111111,22.22222222,0.0,5.555555556,11.11111111,0.0,0.0,0.0,0.0,1.0
257,Company258,1,2011.0,3.0,59.0,Disruptive Root Cause Analysis,Analytics|E-Commerce,OPERATIONS,Dan Somers|Technology Strategy Board,7.0,0.0,No,2011-01-01,2013-03-01,400000.0,United Kingdom,Europe,2.0,0.0,3,0,1,10.0,No,0.0,medium,No,Medium,No,No,Yes,Yes,Service,Yes,Public,No,Both,1,Both,Global,Linear,No,,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,DIPLOMA,Yes,Yes,Both,500.0,2,1.0,1.0,0.0,,124.0,,51.0,Low,Medium,No,No,Low,Bad,No,No,No,No,No,No,0,22246.0,Yes,Yes,No,2.0,Low,11.0,5.0,0.4,Not Applicable,24.0,24.0,,,18.75,6.25,0.0,0.0,6.25,0.0,18.75,0.0,12.5,6.25,0.0,6.25,12.5,12.5,1.0
258,Company259,1,2013.0,1.0,133.0,Europe Card Linked Offers,Analytics,PAYMENT,,5.0,,No,2013-01-01,2013-06-01,,United Kingdom,Europe,1.0,0.0,0,0,4,10.0,No,0.0,medium,No,Large,No,No,No,No,Service,Yes,Private,Yes,Unstructured,1,Both,Local,Linear,No,,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,21.0,BUSINESS STUDIES,Yes,No,,500.0,2,1.0,1.0,0.0,,160.0,Many,18.0,High,Medium,No,No,Low,,No,No,Yes,No,No,No,0,8709224.0,No,Yes,No,2.0,Medium,13.0,10.0,,Not Applicable,1.0,1.0,Peak,5 to 10,20.0,0.0,0.0,30.0,0.0,10.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,2.0
299,Company300,1,2010.0,4.0,-309.0,Cloud-based website acceleration,Cloud Computing|Analytics,cloud computing,500 Startups|K9 Ventures|Trinity Ventures|Naval Ravikant,3.0,0.0,No,2010-11-01,2011-09-06,584988.0,United States,North America,1.0,0.0,2,0,2,10.0,,0.0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Unstructured,1,Both,,Non-Linear,No,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,Medium,Medium,Yes,Medium,,,TECH,Yes,Yes,,500.0,3,1.0,0.0,0.0,,0.0,Many,31.0,Low,Medium,No,No,Low,,No,No,No,No,No,Yes,0,819284.0,No,Yes,No,2.0,Low,0.0,3.3,0.584988,Not Applicable,12.0,12.0,,,6.25,0.0,75.0,0.0,0.0,0.0,12.5,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300,Company301,1,2011.0,3.0,101.0,TripAdvisor for hotel prices.,Travel|Deals|Analytics|Hospitality,sale,Foresight Ventures|Bright Capital|TechStars,4.0,33.0,No,2011-09-01,2012-05-17,118000.0,United States,North America,3.0,0.0,3,0,3,8.0,No,1.0,medium,No,Medium,Yes,Yes,No,No,Service,Yes,Public,No,Structured,1,Both,,Non-Linear,No,,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,,High,No,Low,Masters,21.0,management,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,,133.0,,27.0,Low,Low,No,No,Medium,,No,No,No,No,No,Yes,0,829576.0,No,Yes,No,2.0,Low,0.0,4.0,0.118,Not Applicable,1.0,5.0,,,9.920634921,7.142857143,5.555555556,11.9047619,2.777777778,9.126984127,16.26984127,2.777777778,9.920634921,21.03174603,0.0,0.0,3.571428571,0.0,6.0
307,Company308,1,2010.0,4.0,-16.0,Delivering Return on Social,E-Commerce|Analytics|Marketing,social media marketing,GSV Capital,6.0,0.0,No,2010-11-01,2012-04-12,2669209.0,United States,North America,0.0,2.0,2,0,4,15.0,Yes,1.0,medium,No,Medium,Yes,Yes,No,No,Product,No,Public,No,Structured,1,Both,Global,Non-Linear,Yes,Few,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Online,B2B,Low,Medium,Yes,Low,PhD,25.0,TECH,Yes,Yes,Both,500.0,3,1.0,1.0,1.0,Medium,0.0,,44.0,High,Low,No,Yes,Low,,No,No,No,No,No,No,0,,No,No,No,3.0,Medium,0.0,5.0,2.669209,Not Applicable,5.0,2.266666667,Plateau,0 to 2,0.0,0.0,0.0,72.22222222,0.0,16.66666667,5.555555556,0.0,0.0,5.555555556,0.0,0.0,0.0,0.0,5.0
309,Company310,1,2007.0,7.0,-173.0,In-game Payment Solutions,Advertising|Social Networking|Analytics|Gaming,operation,Steamboat Ventures|The Mail Room Fund|Greycroft Partners|Launchpad LA|AT&T,8.0,0.0,Yes,2007-09-01,2009-10-16,4000000.0,United States,North America,0.0,0.0,2,1,6,50.0,Yes,3.0,medium,No,Medium,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,1,,Global,Non-Linear,No,Few,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Medium,Low,Yes,Low,Masters,21.0,management,Yes,Yes,Tier_1,500.0,0,0.0,0.0,0.0,,200.0,,35.0,High,Low,No,No,Medium,,No,No,Yes,No,No,Yes,0,1336317.0,No,Yes,No,4.0,Medium,2.0,8.3,4.0,Yes,9.0,5.777777778,Peak,2 to 5,11.76470588,0.0,11.76470588,11.76470588,5.882352941,5.882352941,29.41176471,0.0,11.76470588,11.76470588,0.0,0.0,0.0,0.0,6.0
310,Company311,1,2009.0,5.0,110.0,Big Data Solutions,Cloud Computing|Social Networking|Analytics,social network,Stage One Capital|Mercury Fund|ff Venture Capital|Dundee Venture Capital|MFI Capital,39.0,8.0,Yes,2009-07-14,2013-06-04,595000.0,United States,North America,0.0,1.0,3,1,5,50.0,Yes,1.0,low,No,Medium,Yes,Yes,No,No,Product,Yes,Both,Yes,Both,1,,Global,Non-Linear,Yes,Few,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Medium,Medium,Yes,Medium,Masters,21.0,management,No,No,Both,500.0,3,0.0,0.0,0.0,,173.0,,28.0,Low,Low,No,No,Low,,No,No,No,No,No,No,0,157602.0,No,Yes,No,3.0,Medium,4.0,12.5,0.595,Not Applicable,1.0,5.522222222,Peak,2 to 5,6.637989204,6.25,50.78391681,3.947368421,4.714912281,11.5022426,10.13286894,1.315789474,3.399122807,0.0,0.0,0.0,0.0,1.315789474,9.0
311,Company312,1,2011.0,3.0,484.0,iOS and Android Crash Reporting,Analytics|Mobile|Enterprise Software|Software Development,N,Flybridge Capital Partners|Baseline Ventures|CommonAngels|David Chang|Jennifer Lum|Lars Albright|Ty Danco|Roy Rodenstein|Joe Caruso|David S. Chang,6.0,-14.0,Yes,2011-02-01,2012-04-10,5000000.0,United States,North America,11.0,0.0,1,0,1,50.0,No,0.0,low,Yes,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Unstructured,1,,Global,Non-Linear,Yes,Few,No,Yes,No,No,No,Yes,No,No,No,No,Online,B2B,High,High,Yes,Medium,Bachelors,18.0,technology,Yes,Yes,Both,500.0,0,1.0,1.0,1.0,,160.0,,34.0,Medium,High,No,No,Low,,No,No,No,No,No,No,0,38521.0,Yes,Yes,No,2.0,Medium,0.0,25.0,5.0,Not Applicable,6.0,3.0,,,16.66666667,0.0,27.77777778,16.66666667,0.0,0.0,11.11111111,22.22222222,5.555555556,0.0,0.0,0.0,0.0,0.0,4.0
312,Company313,1,2007.0,7.0,-136.0,,Analytics,PUBLISHING,Rho Capital Partners,3.0,50.0,No,2007-12-01,2012-03-30,750000.0,United States,North America,0.0,0.0,1,6,2,50.0,No,0.0,low,No,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Structured,1,Both,Global,Linear,No,,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Bachelors,18.0,jd,No,Yes,Both,500.0,3,1.0,0.0,0.0,,408.0,Many,23.0,Low,Low,Yes,No,Low,,No,No,No,No,No,No,0,,Yes,Yes,No,3.0,Medium,3.0,8.3,0.75,Yes,10.0,8.706666667,Peak,2 to 5,11.11111111,5.555555556,0.0,33.33333333,0.0,5.555555556,22.22222222,5.555555556,0.0,5.555555556,0.0,0.0,0.0,11.11111111,0.0
313,Company314,1,2005.0,9.0,75.0,location intelligence solutions,Analytics|Government,global,Chart Venture Partners|In-Q-Tel|New Markets Venture Partners|Walker Ventures|The New Markets Growth Fund,4.0,0.0,No,2005-07-07,2010-08-26,5500000.0,United States,North America,0.0,0.0,2,0,4,,,1.0,low,No,Medium,Yes,Yes,No,No,Service,Yes,Both,No,Both,1,,Local,Non-Linear,No,,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,technology,No,No,,500.0,0,0.0,0.0,0.0,,150.0,,6.0,Low,Low,No,No,Medium,,No,No,No,No,No,No,0,786526.0,Yes,Yes,No,3.0,Low,0.0,,5.5,Yes,48.0,20.91111111,Trigger,2 to 5,6.666666667,18.18181818,11.21212121,11.21212121,0.0,16.66666667,16.96969697,3.333333333,4.545454545,11.21212121,0.0,0.0,0.0,0.0,5.0
314,Company315,1,2005.0,9.0,-14.0,Web Site Testing & Personalization,Analytics,\,Gemini Israel ventures|Carmel Ventures|Viola Group,4.0,0.0,No,2005-05-15,2011-10-05,7400000.0,United States,North America,0.0,0.0,2,0,6,40.0,No,0.0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Structured,1,Both,Global,Non-Linear,Yes,,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,21.0,MGMT,Yes,No,,500.0,3,0.0,0.0,0.0,,150.0,,28.0,Medium,Low,No,No,Medium,,No,No,No,No,No,No,0,5835588.0,No,Yes,No,3.0,High,2.0,5.0,7.4,Yes,6.0,23.36666667,Trigger,2 to 5,11.76470588,0.0,41.17647059,11.76470588,0.0,0.0,17.64705882,5.882352941,5.882352941,5.882352941,0.0,0.0,0.0,0.0,5.0
315,Company316,1,2010.0,4.0,136.0,,Analytics,GLOBAL,Sequoia Capital|Magma Venture Partners|Horizons Ventures|Motorola Solutions Venture Capital,13.0,-13.0,No,2010-01-01,2012-01-24,10000000.0,United States,North America,0.0,0.0,2,1,6,40.0,Yes,2.0,low,Yes,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,0,Both,,Non-Linear,Yes,,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Online,B2B,,High,Yes,Medium,Masters,21.0,management,Yes,Yes,,500.0,2,0.0,0.0,0.0,,0.0,,9.0,High,Low,No,No,Low,,No,No,No,Yes,No,No,0,186669.0,Yes,Yes,No,4.0,High,0.0,13.3,10.0,Not Applicable,17.0,5.0,Slope,2 to 5,7.142857143,0.0,14.28571429,0.0,0.0,0.0,7.142857143,7.142857143,0.0,14.28571429,0.0,0.0,0.0,0.0,11.0
325,Company326,1,2005.0,9.0,-20.0,Security Intelligence and Analytics,Security|Analytics,TECHNOLOGY,Canopy Ventures|Allegis Capital|Trident Capital|Canopy Group|Dry Canyon Holdings|Intel Capital|Cross Creek Capital,67.0,-1.0,No,2005-01-01,2012-01-30,20000000.0,United States,North America,0.0,0.0,3,1,3,200.0,Yes,2.0,medium,No,Small,No,No,No,No,Product,Yes,Both,No,Both,0,Both,Global,Linear,No,,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,MBA,No,Yes,Tier_2,500.0,2,1.0,1.0,0.0,,320.0,,12.0,Medium,Low,No,No,Low,,No,No,No,No,No,No,0,840553.0,Yes,Yes,No,1.0,High,0.0,25.0,20.0,Yes,21.0,7.911111111,Trigger,2 to 5,9.090909091,0.0,36.36363636,9.090909091,0.0,0.0,18.18181818,9.090909091,18.18181818,0.0,0.0,0.0,0.0,0.0,2.0
328,Company329,1,2009.0,5.0,-75.0,Customer Experience Software,Analytics,analytics,Accel Partners,23.0,-4.0,Yes,2009-01-01,2011-11-01,11000000.0,United States,North America,0.0,0.0,1,1,7,50.0,Yes,1.0,low,No,Small,No,No,No,Yes,Product,No,Public,No,Both,1,Both,,,,,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21.0,mba,No,No,Both,500.0,3,1.0,1.0,1.0,Medium,216.0,,14.0,High,Medium,No,No,Medium,,No,No,Yes,No,No,Yes,0,20635527.0,No,Yes,No,2.0,Low,0.0,12.5,11.0,Not Applicable,8.0,12.61666667,Trough,2 to 5,2.777777778,0.0,8.333333333,8.333333333,2.777777778,11.11111111,8.333333333,2.777777778,2.777777778,2.777777778,0.0,0.0,0.0,0.0,1.0
329,Company330,1,2009.0,5.0,162.0,Converting Visitors into Customers,Analytics|Marketing,"SALES,MARKETING",Charles River Ventures,0.0,-100.0,Yes,2009-10-17,2010-01-15,3000000.0,United States,North America,0.0,0.0,1,0,1,50.0,Yes,0.0,low,No,Small,No,No,No,No,Product,No,Public,No,Structured,1,,Global,Non-Linear,No,,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Low,Masters,21.0,mba,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,,150.0,,23.0,High,Medium,No,No,Low,,No,No,Yes,No,No,No,0,257365.0,No,Yes,No,1.0,Medium,8.0,12.5,3.0,Not Applicable,4.0,4.0,,,0.0,0.0,82.35294118,5.882352941,0.0,5.882352941,5.882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
330,Company331,1,2008.0,6.0,106.0,Consumer Location Analytics,Analytics,MARKETING,Gabriell Weinberg|David Cancel|Joshua Schachter|Roy Rodenstein|Project 11 Ventures,16.0,7.0,No,2008-07-01,2012-07-07,100000.0,United States,North America,1.0,4.0,3,1,3,50.0,Yes,0.0,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Structured,1,,Local,Linear,No,,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,No,Low,PhD,25.0,phd,Yes,Yes,Tier_1,500.0,3,0.0,0.0,0.0,,96.0,,24.0,Low,Medium,No,No,Low,,No,No,Yes,No,No,No,0,1877770.0,No,Yes,No,1.0,Medium,0.0,12.5,0.1,Yes,23.0,2.626666667,Trigger,5 to 10,2.941176471,0.0,29.41176471,0.0,2.941176471,5.882352941,5.882352941,0.0,0.0,0.0,0.0,0.0,0.0,2.941176471,3.0
